ST,BT,AD,JS,AP,AT,FI,CS,EM,DE,TS,CT,AG,SP
218.44,170.18,1281,4482.352941,414.2999878,10.10000038,421,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,18,3.5
218.44,170.18,1359,4482.352941,397.2999878,10,395,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,20,4.800000012
218.44,170.18,1418,4482.352941,422,10.19999981,419,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,21,5.800000072
193.04,157.48,786,4618.181818,304.3999939,10.5,239,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,5,0.300000012
193.04,157.48,821,4618.181818,532.0999756,11,106,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,6,0.5
193.04,157.48,918,4618.181818,339.2000122,10.69999981,220,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,7,1.399999976
193.04,157.48,1105,4618.181818,442.6000061,10.69999981,255,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,8,0.900000006
193.04,157.48,1931,4618.181818,233.1000061,10.30000019,294,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,9,0.600000024
193.04,157.48,1856,4618.181818,366.3999939,10.80000019,224,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,10,0.800000012
193.04,157.48,2453,4618.181818,335.3999939,10.5,208,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,11,0.800000012
193.04,157.48,2420,4618.181818,370.7999878,10.89999962,231,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,12,0.600000024
193.04,157.48,1323,4618.181818,324.7000122,10.39999962,528,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,14,2
193.04,157.48,1206,4618.181818,264.1000061,10.10000038,333,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,15,2.00000006
193.04,157.48,1119,4618.181818,458.2000122,9.899999619,313,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,16,4.600000024
193.04,157.48,1203,4618.181818,341.1000061,10.60000038,218,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,17,4.300000072
193.04,157.48,1281,4618.181818,414.2999878,10.10000038,421,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,18,4.400000006
193.04,157.48,1359,4618.181818,397.2999878,10,395,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,20,6.499999881
193.04,157.48,1418,4618.181818,422,10.19999981,419,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,21,7.099999785
193.04,157.48,1524,4618.181818,523.2999878,11,363,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,22,9.799999774
193.04,157.48,1645,4618.181818,376.1000061,11.5,206,43.35654913,32189.91075,2.314668018,3.964142262,8.67E-06,24,12.69999981
251.46,154.94,918,4618.181818,339.2000122,10.69999981,220,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,7,2.599999905
251.46,154.94,1105,4618.181818,442.6000061,10.69999981,255,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,8,1.200000048
251.46,154.94,1931,4618.181818,233.1000061,10.30000019,294,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,9,0.600000024
251.46,154.94,1856,4618.181818,366.3999939,10.80000019,224,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,10,0.400000006
251.46,154.94,2453,4618.181818,335.3999939,10.5,208,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,11,0.400000006
251.46,154.94,1323,4618.181818,324.7000122,10.39999962,528,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,14,0.400000006
251.46,154.94,1206,4618.181818,264.1000061,10.10000038,333,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,15,0.800000012
251.46,154.94,1119,4618.181818,458.2000122,9.899999619,313,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,16,1.399999976
251.46,154.94,1203,4618.181818,341.1000061,10.60000038,218,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,17,1.200000048
251.46,154.94,1281,4618.181818,414.2999878,10.10000038,421,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,18,2.200000048
251.46,154.94,1359,4618.181818,397.2999878,10,395,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,20,3.699999988
251.46,154.94,1418,4618.181818,422,10.19999981,419,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,21,4.300000012
251.46,154.94,1524,4618.181818,523.2999878,11,363,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,22,6.299999952
251.46,154.94,1645,4618.181818,376.1000061,11.5,206,25.3899537,23614.553,2.300251438,2.979225796,8.40E-06,24,6.400000215
284.48,157.48,1119,4482.352941,458.2000122,9.899999619,313,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,16,0.800000012
284.48,157.48,1203,4482.352941,341.1000061,10.60000038,218,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,17,0.699999988
284.48,157.48,1281,4482.352941,414.2999878,10.10000038,421,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,18,0.699999988
284.48,157.48,1359,4482.352941,397.2999878,10,395,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,20,0.699999988
284.48,157.48,1418,4482.352941,422,10.19999981,419,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,21,1.5
284.48,157.48,1524,4482.352941,523.2999878,11,363,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,22,1.699999988
284.48,157.48,1645,4482.352941,376.1000061,11.5,206,44.49627386,24131.66,2.367528936,4.431450291,8.40E-06,24,1.5
210.82,96.52,786,4482.352941,304.3999939,10.5,239,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,5,0.300000012
210.82,96.52,1105,4482.352941,442.6000061,10.69999981,255,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,8,0.300000012
210.82,96.52,1931,4482.352941,233.1000061,10.30000019,294,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,9,0.300000012
210.82,96.52,1856,4482.352941,366.3999939,10.80000019,224,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,10,0.699999988
210.82,96.52,2453,4482.352941,335.3999939,10.5,208,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,11,0.699999988
210.82,96.52,2420,4482.352941,370.7999878,10.89999962,231,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,12,0.600000024
210.82,96.52,1206,4482.352941,264.1000061,10.10000038,333,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,15,1.50000003
210.82,96.52,1119,4482.352941,458.2000122,9.899999619,313,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,16,1.600000054
210.82,96.52,1203,4482.352941,341.1000061,10.60000038,218,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,17,1.99999994
210.82,96.52,1281,4482.352941,414.2999878,10.10000038,421,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,18,1.99999994
210.82,96.52,1359,4482.352941,397.2999878,10,395,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,20,4.99999994
210.82,96.52,1418,4482.352941,422,10.19999981,419,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,21,5.599999845
210.82,96.52,1524,4482.352941,523.2999878,11,363,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,22,6.399999797
210.82,96.52,1645,4482.352941,376.1000061,11.5,206,21.87937173,28096.147,2.355515088,3.531649289,8.40E-06,24,6.400000095
215.9,114.3,786,4482.352941,304.3999939,10.5,239,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,5,1.299999952
215.9,114.3,918,4482.352941,339.2000122,10.69999981,220,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,7,1.5
215.9,114.3,1105,4482.352941,442.6000061,10.69999981,255,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,8,2.799999952
215.9,114.3,1856,4482.352941,366.3999939,10.80000019,224,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,10,5.300000191
215.9,114.3,2420,4482.352941,370.7999878,10.89999962,231,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,12,5.599999815
215.9,114.3,1323,4482.352941,324.7000122,10.39999962,528,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,14,6.300000191
215.9,114.3,1206,4482.352941,264.1000061,10.10000038,333,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,15,5.700000197
215.9,114.3,1119,4482.352941,458.2000122,9.899999619,313,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,16,5.800000191
215.9,114.3,1203,4482.352941,341.1000061,10.60000038,218,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,17,6.399999976
215.9,114.3,1281,4482.352941,414.2999878,10.10000038,421,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,18,6.800000191
215.9,114.3,1359,4482.352941,397.2999878,10,395,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,20,7.399999917
215.9,114.3,1418,4482.352941,422,10.19999981,419,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,21,7.499999821
215.9,114.3,1524,4482.352941,523.2999878,11,363,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,22,7.499999821
215.9,114.3,1645,4482.352941,376.1000061,11.5,206,44.89577406,31802.0805,2.411099078,4.541731629,8.40E-06,24,2.199999988
297.18,106.68,1323,4618.181818,324.7000122,10.39999962,528,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,14,1.799999952
297.18,106.68,1206,4618.181818,264.1000061,10.10000038,333,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,15,3.200000048
297.18,106.68,1119,4618.181818,458.2000122,9.899999619,313,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,16,3.700000048
297.18,106.68,1203,4618.181818,341.1000061,10.60000038,218,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,17,3.700000048
297.18,106.68,1281,4618.181818,414.2999878,10.10000038,421,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,18,4.199999809
297.18,106.68,1359,4618.181818,397.2999878,10,395,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,20,5.5
297.18,106.68,1418,4618.181818,422,10.19999981,419,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,21,6.400000095
297.18,106.68,1524,4618.181818,523.2999878,11,363,20.25089508,16547.424,2.281029086,2.607081125,8.40E-06,22,8.399999619
294.64,116.84,918,4482.352941,339.2000122,10.69999981,220,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,7,0.699999988
294.64,116.84,1105,4482.352941,442.6000061,10.69999981,255,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,8,0.300000012
294.64,116.84,1931,4482.352941,233.1000061,10.30000019,294,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,9,0.600000024
294.64,116.84,1856,4482.352941,366.3999939,10.80000019,224,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,10,0.5
294.64,116.84,2453,4482.352941,335.3999939,10.5,208,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,11,0.600000024
294.64,116.84,2420,4482.352941,370.7999878,10.89999962,231,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,12,0.5
294.64,116.84,1323,4482.352941,324.7000122,10.39999962,528,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,14,0.900000006
294.64,116.84,1206,4482.352941,264.1000061,10.10000038,333,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,15,0.800000012
294.64,116.84,1119,4482.352941,458.2000122,9.899999619,313,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,16,0.899999976
294.64,116.84,1203,4482.352941,341.1000061,10.60000038,218,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,17,1.100000024
294.64,116.84,1281,4482.352941,414.2999878,10.10000038,421,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,18,1.100000024
294.64,116.84,1359,4482.352941,397.2999878,10,395,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,20,0.699999988
294.64,116.84,1418,4482.352941,422,10.19999981,419,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,21,1.200000048
294.64,116.84,1524,4482.352941,523.2999878,11,363,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,22,0.899999976
294.64,116.84,1645,4482.352941,376.1000061,11.5,206,44.07283809,30796.59467,2.350709439,4.3436988,8.40E-06,24,1.399999976
226.06,165.1,5,4482.352941,312.5,10.60000038,237,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,4,0.300000012
226.06,165.1,6,4482.352941,341.1000061,10.69999981,217,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,6,0.400000013
226.06,165.1,60,4482.352941,232.3000031,10.30000019,290,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,8,0.300000012
226.06,165.1,66,4482.352941,369.1000061,10.80000019,221,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,9,0.800000012
226.06,165.1,72,4482.352941,337.2999878,10.5,207,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,10,0.800000012
226.06,165.1,80,4482.352941,371.2000122,10.89999962,230,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,11,0.300000012
226.06,165.1,100,4482.352941,326.5,10.39999962,523,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,13,0.400000006
226.06,165.1,1840,4482.352941,264.2000122,10.10000038,330,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,14,0.400000006
226.06,165.1,187,4482.352941,458.2999878,10,311,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,15,0.5
226.06,165.1,260,4482.352941,340.5,10.60000038,216,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,16,3.200000048
226.06,165.1,976,4482.352941,425.5,10.19999981,415,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,20,7.400000095
226.06,165.1,2627,4482.352941,373.2999878,11.5,204,23.9420541,21718.494,2.297448096,2.97853632,0.0000087,23,9.400000095
327.66,203.2,701,4482.352941,402.1000061,10,392,20.8911228,21948.31933,2.345103061,2.7061933,7.82E-06,19,0.400000006
327.66,203.2,976,4482.352941,425.5,10.19999981,415,20.8911228,21948.31933,2.345103061,2.7061933,7.82E-06,20,0.600000024
327.66,203.2,1357,4482.352941,524.9000244,11,358,20.8911228,21948.31933,2.345103061,2.7061933,7.82E-06,21,0.600000024
327.66,203.2,2627,4482.352941,373.2999878,11.5,204,20.8911228,21948.31933,2.345103061,2.7061933,7.82E-06,23,0.800000012
218.44,114.3,670,4916.129032,331.8999939,9.300000191,337,39.989608,32060.634,2.28263103,5.15728048,0.000007875,15,11.00000036
218.44,114.3,829,4916.129032,358.3999939,10.10000038,236,39.989608,32060.634,2.28263103,5.15728048,0.000007875,21,2.399999976
218.44,114.3,911,4916.129032,293.2999878,10.69999981,214,39.989608,32060.634,2.28263103,5.15728048,0.000007875,23,1.700000048
218.44,114.3,1101,4916.129032,340.7999878,10.19999981,304,39.989608,32060.634,2.28263103,5.15728048,0.000007875,27,1.699999958
271.78,388.62,2010,4118.918919,215.6000061,10.5,252,53.606759,27579.04,2.28263103,4.20925098,9.54E-06,14,1.200000048
271.78,388.62,2152,4118.918919,407.5,10.5,199,53.606759,27579.04,2.28263103,4.20925098,9.54E-06,16,1
271.78,388.62,2790,4118.918919,485.8999939,10,363,53.606759,27579.04,2.28263103,4.20925098,9.54E-06,25,5.700000048
271.78,388.62,2932,4118.918919,539.7999878,11.10000038,307,53.606759,27579.04,2.28263103,4.20925098,9.54E-06,27,13.30000025
210.82,157.48,699,3810,1089.199951,14.10000038,152,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,19,0.400000006
223.52,165.1,630,4482.352941,887.7000122,14.89999962,11,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,16,2.400000095
223.52,165.1,699,4482.352941,1089.199951,14.10000038,152,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,19,4.400000095
210.82,157.48,388,3810,1464.5,12.80000019,144,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,0,0.400000006
223.52,165.1,388,4482.352941,1464.5,12.80000019,144,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,0,3.599999905
297.18,154.94,388,4618.181818,1464.5,12.80000019,144,30.9747093,29716.4156,2.228168352,4.2575143,8.40E-06,0,0.200000003
210.82,157.48,392,3810,1163.099976,13.5,52,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,1,2
223.52,165.1,392,4482.352941,1163.099976,13.5,52,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,1,11.5
223.52,165.1,525,4482.352941,1266.900024,14.19999981,30,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,6,20.60000038
297.18,154.94,392,4618.181818,1163.099976,13.5,52,30.9747093,29716.4156,2.228168352,4.2575143,8.40E-06,1,0.5
210.82,157.48,416,3810,1121.800049,14.5,27,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,2,4
223.52,165.1,440,4482.352941,1190.099976,13.80000019,59,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,3,23.79999924
297.18,154.94,440,4618.181818,1190.099976,13.80000019,59,30.9747093,29716.4156,2.228168352,4.2575143,8.40E-06,3,23.10000038
210.82,157.48,467,3810,1203.099976,12.89999962,145,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,4,1
223.52,165.1,467,4482.352941,1203.099976,12.89999962,145,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,4,22.5
297.18,154.94,467,4618.181818,1203.099976,12.89999962,145,30.9747093,29716.4156,2.228168352,4.2575143,8.40E-06,4,3.00000006
210.82,157.48,495,3810,1028.900024,13.60000038,45,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,5,0.300000012
210.82,157.48,525,3810,1266.900024,14.19999981,30,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,6,0.400000006
210.82,157.48,556,3810,1474.199951,12.80000019,129,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,7,0.400000006
210.82,157.48,589,3810,1055.199951,13.19999981,144,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,8,0.400000006
210.82,157.48,686,3810,1427.800049,13,120,38.10504027,30294.14133,2.287436619,4.169031547,8.40E-06,13,0.800000012
223.52,165.1,686,4482.352941,1427.800049,13,120,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,13,1.299999952
223.52,165.1,603,4482.352941,1044,14.69999981,60,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,15,1.299999952
223.52,165.1,495,4482.352941,1028.900024,13.60000038,45,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,5,13.10000038
223.52,165.1,556,4482.352941,1474.199951,12.80000019,129,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,7,9.899999619
223.52,165.1,625,4482.352941,1232.199951,13.30000019,120,46.08285215,32474.3196,2.287436619,3.903419125,8.40E-06,9,2.599999905
297.18,154.94,699,4618.181818,1089.199951,14.10000038,152,30.9747093,29716.4156,2.228168352,4.2575143,8.40E-06,19,4
279.4,160.02,603,4618.181818,1044,14.69999981,60,33.00291787,30643.22992,2.28263103,3.45427476,8.40E-06,15,6.900000095
279.4,160.02,630,4618.181818,887.7000122,14.89999962,11,33.00291787,30643.22992,2.28263103,3.45427476,8.40E-06,16,0.800000012
279.4,160.02,699,4618.181818,1089.199951,14.10000038,152,33.00291787,30643.22992,2.28263103,3.45427476,8.40E-06,19,2.49999994
233.68,139.7,388,3242.553191,1464.5,12.80000019,144,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,0,0.5
233.68,139.7,440,3242.553191,1190.099976,13.80000019,59,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,3,19.60000038
233.68,139.7,467,3242.553191,1203.099976,12.89999962,145,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,4,10.89999962
233.68,139.7,495,3242.553191,1028.900024,13.60000038,45,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,5,0.300000012
233.68,139.7,525,3242.553191,1266.900024,14.19999981,30,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,6,0.600000024
233.68,139.7,556,3242.553191,1474.199951,12.80000019,129,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,7,0.800000012
233.68,139.7,589,3242.553191,1055.199951,13.19999981,144,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,8,0.400000006
233.68,139.7,625,3242.553191,1232.199951,13.30000019,120,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,9,0.400000006
233.68,139.7,686,3242.553191,1427.800049,13,120,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,13,0.400000006
233.68,139.7,603,3242.553191,1044,14.69999981,60,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,15,0.400000006
233.68,139.7,630,3242.553191,887.7000122,14.89999962,11,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,16,0.400000006
233.68,139.7,699,3242.553191,1089.199951,14.10000038,152,21.53342413,13444.782,2.184918445,3.036201586,0.0000101,19,1.200000018
226.06,154.94,388,4618.181818,1464.5,12.80000019,144,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,0,2.799999952
226.06,154.94,392,4618.181818,1163.099976,13.5,52,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,1,7
226.06,154.94,440,4618.181818,1190.099976,13.80000019,59,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,3,21
226.06,154.94,467,4618.181818,1203.099976,12.89999962,145,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,4,20
226.06,154.94,495,4618.181818,1028.900024,13.60000038,45,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,5,2.599999905
226.06,154.94,556,4618.181818,1474.199951,12.80000019,129,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,7,1.299999952
226.06,154.94,589,4618.181818,1055.199951,13.19999981,144,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,8,3.599999905
226.06,154.94,625,4618.181818,1232.199951,13.30000019,120,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,9,2.599999905
226.06,154.94,686,4618.181818,1427.800049,13,120,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,13,9.600000381
226.06,154.94,603,4618.181818,1044,14.69999981,60,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,15,43.20000076
226.06,154.94,630,4618.181818,887.7000122,14.89999962,11,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,16,44.29999924
226.06,154.94,699,4618.181818,1089.199951,14.10000038,152,15.62218084,37093.8088,2.28263103,3.77143372,8.40E-06,19,48.20000076
287.02,175.26,388,4482.352941,1464.5,12.80000019,144,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,0,0.400000006
287.02,175.26,392,4482.352941,1163.099976,13.5,52,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,1,0.5
287.02,175.26,440,4482.352941,1190.099976,13.80000019,59,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,3,19.79999924
287.02,175.26,467,4482.352941,1203.099976,12.89999962,145,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,4,9.300000191
287.02,175.26,686,4482.352941,1427.800049,13,120,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,13,1.100000024
287.02,175.26,603,4482.352941,1044,14.69999981,60,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,15,1.5
287.02,175.26,630,4482.352941,887.7000122,14.89999962,11,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,16,18.00000012
287.02,175.26,699,4482.352941,1089.199951,14.10000038,152,17.60508018,21318.59792,2.156085267,3.001518853,8.40E-06,19,6.600000143
307.34,152.4,603,4482.352941,1044,14.69999981,60,16.0980334,26231.51776,2.127251985,3.201926544,0.0000077,15,20.00000048
307.34,152.4,630,4482.352941,887.7000122,14.89999962,11,16.0980334,26231.51776,2.127251985,3.201926544,0.0000077,16,3.399999857
307.34,152.4,699,4482.352941,1089.199951,14.10000038,152,16.0980334,26231.51776,2.127251985,3.201926544,0.0000077,19,3.49999994
208.28,119.38,388,4233.333333,1464.5,12.80000019,144,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,0,0.5
208.28,119.38,416,4233.333333,1121.800049,14.5,27,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,2,1.100000024
208.28,119.38,495,4233.333333,1028.900024,13.60000038,45,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,5,0.899999976
208.28,119.38,525,4233.333333,1266.900024,14.19999981,30,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,6,0.899999976
208.28,119.38,556,4233.333333,1474.199951,12.80000019,129,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,7,1.399999976
208.28,119.38,625,4233.333333,1232.199951,13.30000019,120,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,9,0.5
208.28,119.38,686,4233.333333,1427.800049,13,120,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,13,0.5
208.28,119.38,603,4233.333333,1044,14.69999981,60,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,15,0.5
208.28,119.38,630,4233.333333,887.7000122,14.89999962,11,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,16,0.5
208.28,119.38,699,4233.333333,1089.199951,14.10000038,152,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,19,1.700000048
210.82,96.52,525,4354.285714,1266.900024,14.19999981,30,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,6,0.699999988
210.82,96.52,556,4354.285714,1474.199951,12.80000019,129,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,7,3.199999988
210.82,96.52,589,4354.285714,1055.199951,13.19999981,144,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,8,1.299999952
210.82,96.52,686,4354.285714,1427.800049,13,120,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,13,3
210.82,96.52,603,4354.285714,1044,14.69999981,60,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,15,4.199999809
210.82,96.52,630,4354.285714,887.7000122,14.89999962,11,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,16,5.599999905
210.82,96.52,699,4354.285714,1089.199951,14.10000038,152,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,19,9.100000381
299.72,93.98,388,4618.181818,1464.5,12.80000019,144,28.53664556,30294.14133,2.257001391,3.582976947,0.00000765,0,0.100000001
299.72,93.98,440,4618.181818,1190.099976,13.80000019,59,28.53664556,30294.14133,2.257001391,3.582976947,0.00000765,3,9.199999809
299.72,93.98,467,4618.181818,1203.099976,12.89999962,145,28.53664556,30294.14133,2.257001391,3.582976947,0.00000765,4,1
314.96,93.98,388,4618.181818,1464.5,12.80000019,144,35.7148568,30405.37105,2.28263103,3.746612584,8.40E-06,0,0.300000012
208.28,119.38,392,4233.333333,1163.099976,13.5,52,35.34713627,33577.4812,2.228168352,3.734661667,8.40E-06,1,1.100000024
210.82,96.52,495,4354.285714,1028.900024,13.60000038,45,32.233003,30294.14133,2.29704755,3.7059335,8.40E-06,5,0.699999988
314.96,93.98,495,4618.181818,1028.900024,13.60000038,45,35.7148568,30405.37105,2.28263103,3.746612584,8.40E-06,5,0.400000006
314.96,93.98,525,4618.181818,1266.900024,14.19999981,30,35.7148568,30405.37105,2.28263103,3.746612584,8.40E-06,6,0.400000006
314.96,93.98,556,4618.181818,1474.199951,12.80000019,129,35.7148568,30405.37105,2.28263103,3.746612584,8.40E-06,7,0.900000006
