ST,BT,AD,JS,AP,AT,FI,CS,EM,DE,MR,TS,CT,AG,PN,PL,FA
236.220,88.900,479.000,4.618,630.800,19.000,11.000,0.713,572.900,2.270,0.114,0.073,6.64E-06,28.00,1.00,1.00,1.50
236.220,88.900,340.000,4.618,1257.500,19.500,8.000,0.713,572.900,2.270,0.114,0.073,6.64E-06,32.00,3.00,3.00,0.60
317.500,185.420,1140.000,4.618,1198.300,21.400,0.000,1.043,739.694,2.270,0.114,0.102,8.11E-06,16.00,0.00,0.00,0.30
317.500,185.420,925.000,4.618,1413.100,20.800,0.000,1.043,739.694,2.270,0.114,0.102,8.11E-06,19.00,0.00,0.00,0.30
317.500,185.420,1127.000,4.618,1157.100,21.500,0.000,1.043,739.694,2.270,0.114,0.102,8.11E-06,28.00,0.00,0.00,0.20
317.500,185.420,763.000,4.618,2316.900,21.100,0.000,1.043,739.694,2.270,0.114,0.102,8.11E-06,31.00,0.00,0.00,0.10
251.460,157.480,889.000,4.618,605.600,16.900,38.000,1.061,728.816,2.270,0.114,0.103,8.71E-06,33.00,0.00,0.00,1.00
251.460,157.480,1252.000,4.618,491.800,16.900,109.000,1.061,728.816,2.270,0.114,0.103,8.71E-06,35.00,0.00,0.00,1.40
251.460,157.480,1297.000,4.618,461.500,18.600,30.000,1.061,728.816,2.270,0.114,0.103,8.71E-06,37.00,1.00,1.70,1.10
251.460,157.480,1089.000,4.618,823.600,17.800,39.000,1.061,728.816,2.270,0.114,0.103,8.71E-06,39.00,0.00,0.00,2.20
213.360,157.480,1482.000,4.618,1052.300,18.100,3.000,1.146,728.816,2.270,0.114,0.100,8.14E-06,25.00,0.00,0.00,0.20
213.360,157.480,2217.000,4.618,1225.300,20.200,5.000,1.146,728.816,2.270,0.114,0.100,8.14E-06,30.00,0.00,0.00,0.20
213.360,157.480,2431.000,4.618,1166.800,19.000,6.000,1.146,728.816,2.270,0.114,0.100,8.14E-06,33.00,1.00,1.00,0.50
213.360,157.480,2331.000,4.618,779.000,18.900,6.000,1.146,728.816,2.270,0.114,0.100,8.14E-06,35.00,0.00,0.00,0.20
213.360,157.480,3917.000,4.618,785.700,18.600,17.000,1.146,728.816,2.270,0.114,0.100,8.14E-06,46.00,0.00,0.00,0.50
251.460,198.120,1914.000,4.618,961.900,18.200,3.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,33.00,0.00,0.00,0.20
251.460,198.120,3253.000,4.618,1027.400,20.300,5.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,38.00,0.00,0.00,0.10
251.460,198.120,3389.000,4.618,971.100,18.400,9.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,42.00,0.00,0.00,0.50
251.460,198.120,4797.000,4.618,984.900,18.600,21.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,50.00,0.00,0.00,0.20
251.460,198.120,5319.000,4.618,938.300,20.100,11.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,52.00,0.00,0.00,0.30
251.460,198.120,5897.000,4.618,636.800,18.400,24.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,54.00,0.00,0.00,0.10
251.460,198.120,6886.000,4.618,939.600,20.000,11.000,0.951,785.018,2.270,0.114,0.094,6.74E-06,57.00,0.00,0.00,0.70
210.820,152.400,46.000,4.618,1014.500,20.100,5.000,0.834,860.559,2.268,0.119,0.087,8.36E-06,0.00,0.00,0.00,0.10
210.820,152.400,50.000,4.618,1296.900,19.400,3.000,0.834,860.559,2.268,0.119,0.087,8.36E-06,4.00,0.00,0.00,0.10
210.820,152.400,33.000,4.618,537.400,19.200,10.000,0.834,860.559,2.268,0.119,0.087,8.36E-06,14.00,0.00,0.00,0.10
210.820,152.400,32.000,4.618,1388.200,19.800,3.000,0.834,860.559,2.268,0.119,0.087,8.36E-06,15.00,0.00,0.00,0.10
210.820,152.400,31.000,4.618,983.400,20.500,2.000,0.834,860.559,2.268,0.119,0.087,8.36E-06,16.00,0.00,0.00,0.20
312.420,127.000,46.000,4.618,1014.500,20.100,5.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,0.00,0.00,0.00,0.10
312.420,127.000,48.000,4.618,1064.300,19.300,1.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,1.00,0.00,0.00,1.20
312.420,127.000,48.000,4.618,1064.300,19.300,1.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,1.00,0.00,0.00,1.20
312.420,127.000,50.000,4.618,1296.900,19.400,3.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,4.00,0.00,0.00,0.60
312.420,127.000,39.000,4.618,1058.500,19.600,1.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,9.00,0.00,0.00,0.30
312.420,127.000,24.000,4.618,496.600,20.500,23.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,11.00,0.00,0.00,0.30
312.420,127.000,34.000,4.618,778.300,19.300,5.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,13.00,0.00,0.00,0.60
312.420,127.000,33.000,4.618,537.400,19.200,10.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,14.00,0.00,0.00,0.30
312.420,127.000,32.000,4.618,1388.200,19.800,3.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,15.00,0.00,0.00,0.60
312.420,127.000,31.000,4.618,983.400,20.500,2.000,0.774,939.121,2.238,0.119,0.083,8.36E-06,16.00,0.00,0.00,0.50
238.760,121.920,1130.000,4.482,357.400,9.000,271.000,1.046,656.297,2.270,0.114,0.080,8.07E-06,19.00,0.00,0.00,1.20
238.760,121.920,2171.000,4.482,198.800,10.400,56.000,1.046,656.297,2.270,0.114,0.080,8.07E-06,21.00,0.00,0.00,1.80
238.760,121.920,2003.000,4.482,171.500,9.700,245.000,1.046,656.297,2.270,0.114,0.080,8.07E-06,24.00,0.00,0.00,0.80
238.760,121.920,2084.000,4.482,297.600,9.600,293.000,1.046,656.297,2.270,0.114,0.080,8.07E-06,26.00,0.00,0.00,0.90
248.920,106.680,945.000,3.810,486.700,9.600,318.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,7.00,0.00,0.00,0.60
248.920,106.680,984.000,3.810,324.800,9.200,498.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,12.00,0.00,0.00,1.20
248.920,106.680,1074.000,3.810,507.700,10.000,476.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,14.00,0.00,0.00,0.70
248.920,106.680,1257.000,3.810,292.000,10.700,334.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,17.00,0.00,0.00,0.60
248.920,106.680,960.000,3.810,452.400,8.500,449.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,19.00,0.00,0.00,2.20
248.920,106.680,1005.000,3.810,440.200,8.900,368.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,20.00,0.00,0.00,2.60
248.920,106.680,1732.000,3.810,324.200,10.600,197.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,22.00,0.00,0.00,1.90
248.920,106.680,2140.000,3.810,447.400,10.700,243.000,1.061,765.075,2.270,0.114,0.100,8.97E-06,25.00,0.00,0.00,0.10
259.080,111.760,295.000,3.908,236.300,9.600,252.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,8.00,0.00,0.00,0.40
259.080,111.760,665.000,3.908,206.300,10.100,118.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,10.00,0.00,0.00,0.30
259.080,111.760,805.000,3.908,175.100,9.500,244.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,13.00,0.00,0.00,0.40
259.080,111.760,1303.000,3.908,232.500,9.600,328.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,15.00,0.00,0.00,0.50
259.080,111.760,809.000,3.908,144.800,9.700,455.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,18.00,0.00,0.00,0.10
259.080,111.760,686.000,3.908,258.400,9.600,274.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,21.00,0.00,0.00,0.40
259.080,111.760,1424.000,3.908,225.800,10.800,212.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,23.00,0.00,0.00,0.10
259.080,111.760,1787.000,3.908,257.900,10.500,168.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,25.00,0.00,0.00,0.10
259.080,111.760,2002.000,3.908,283.600,11.000,155.000,0.967,565.648,2.270,0.114,0.070,7.78E-06,26.00,0.00,0.00,0.20
246.380,121.920,432.000,3.810,519.000,7.300,510.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,6.00,0.00,0.00,0.40
246.380,121.920,915.000,3.810,439.400,8.100,247.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,8.00,0.00,0.00,1.30
246.380,121.920,981.000,3.810,324.500,7.100,564.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,11.00,0.00,0.00,1.20
246.380,121.920,648.000,3.810,499.000,8.100,295.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,14.00,0.00,0.00,1.40
246.380,121.920,689.000,3.810,504.300,7.900,398.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,19.00,0.00,0.00,2.40
246.380,121.920,800.000,3.810,276.500,9.400,273.000,1.087,562.022,2.270,0.114,0.094,9.66E-06,21.00,0.00,0.00,0.10
256.540,137.160,1132.000,3.908,498.600,12.100,142.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,6.00,0.00,0.00,0.30
256.540,137.160,1375.000,3.908,416.000,12.300,64.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,8.00,0.00,0.00,1.50
256.540,137.160,834.000,3.908,298.700,11.400,214.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,11.00,0.00,0.00,1.40
256.540,137.160,776.000,3.908,490.400,12.000,106.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,14.00,0.00,0.00,3.10
256.540,137.160,540.000,3.908,507.600,11.600,154.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,19.00,0.00,0.00,3.50
256.540,137.160,1180.000,3.908,318.900,14.100,65.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,21.00,0.00,0.00,0.10
256.540,137.160,1412.000,3.908,417.400,13.600,102.000,1.087,583.778,2.270,0.114,0.081,9.95E-06,24.00,0.00,0.00,1.20
220.980,147.320,831.000,4.482,408.900,9.700,139.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,0.00,0.00,0.00,0.70
220.980,147.320,829.000,4.482,340.900,10.800,142.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,3.00,0.00,0.00,0.40
220.980,147.320,810.000,4.482,261.500,9.800,50.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,4.00,0.00,0.00,0.30
220.980,147.320,868.000,4.482,304.600,8.800,196.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,5.00,0.00,0.00,0.40
220.980,147.320,859.000,4.482,288.700,9.600,129.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,6.00,0.00,0.00,0.70
220.980,147.320,1013.000,4.482,245.100,10.100,154.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,9.00,0.00,0.00,0.10
220.980,147.320,985.000,4.482,378.200,9.800,175.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,11.00,0.00,0.00,0.30
220.980,147.320,884.000,4.482,200.200,8.500,339.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,13.00,0.00,0.00,0.80
220.980,147.320,926.000,4.482,285.600,9.100,276.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,14.00,0.00,0.00,0.60
220.980,147.320,1021.000,4.482,224.900,8.700,233.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,16.00,0.00,0.00,0.50
220.980,147.320,1041.000,4.482,397.000,9.900,107.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,17.00,0.00,0.00,0.40
220.980,147.320,963.000,4.482,289.300,10.100,259.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,19.00,0.00,0.00,0.10
220.980,147.320,1041.000,4.482,411.000,10.300,229.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,21.00,0.00,0.00,0.50
220.980,147.320,1052.000,4.482,387.200,9.100,370.000,0.452,641.793,2.263,0.114,0.073,8.36E-06,22.00,0.00,0.00,1.20
210.820,165.100,831.000,4.482,408.900,9.700,139.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,0.00,0.00,0.00,0.50
210.820,165.100,829.000,4.482,340.900,10.800,142.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,3.00,0.00,0.00,0.20
210.820,165.100,868.000,4.482,304.600,8.800,196.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,5.00,0.00,0.00,0.30
210.820,165.100,859.000,4.482,288.700,9.600,129.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,6.00,0.00,0.00,0.80
210.820,165.100,1060.000,4.482,304.500,9.500,268.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,10.00,0.00,0.00,0.10
210.820,165.100,884.000,4.482,200.200,8.500,339.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,13.00,0.00,0.00,0.80
210.820,165.100,926.000,4.482,285.600,9.100,276.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,14.00,0.00,0.00,0.20
210.820,165.100,1021.000,4.482,224.900,8.700,233.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,16.00,0.00,0.00,0.40
210.820,165.100,1041.000,4.482,397.000,9.900,107.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,17.00,0.00,0.00,0.30
210.820,165.100,1041.000,4.482,411.000,10.300,229.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,21.00,0.00,0.00,1.00
210.820,165.100,1052.000,4.482,387.200,9.100,370.000,1.044,725.190,2.268,0.129,0.104,8.36E-06,22.00,0.00,0.00,0.60
281.940,175.260,831.000,4.482,408.900,9.700,139.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,0.00,0.00,0.00,0.50
281.940,175.260,750.000,4.482,376.000,9.500,169.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,2.00,0.00,0.00,0.10
281.940,175.260,829.000,4.482,340.900,10.800,142.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,3.00,0.00,0.00,0.30
281.940,175.260,810.000,4.482,261.500,9.800,50.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,4.00,0.00,0.00,0.20
281.940,175.260,859.000,4.482,288.700,9.600,129.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,6.00,0.00,0.00,0.80
281.940,175.260,1013.000,4.482,245.100,10.100,154.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,9.00,0.00,0.00,0.10
281.940,175.260,985.000,4.482,378.200,9.800,175.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,11.00,0.00,0.00,0.20
281.940,175.260,884.000,4.482,200.200,8.500,339.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,13.00,0.00,0.00,0.70
281.940,175.260,926.000,4.482,285.600,9.100,276.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,14.00,0.00,0.00,0.20
281.940,175.260,1021.000,4.482,224.900,8.700,233.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,16.00,0.00,0.00,0.50
281.940,175.260,1041.000,4.482,397.000,9.900,107.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,17.00,0.00,0.00,0.40
281.940,175.260,959.000,4.482,231.000,9.300,295.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,18.00,0.00,0.00,0.10
281.940,175.260,963.000,4.482,289.300,10.100,259.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,19.00,0.00,0.00,0.10
281.940,175.260,1041.000,4.482,411.000,10.300,229.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,21.00,0.00,0.00,0.50
281.940,175.260,1052.000,4.482,387.200,9.100,370.000,0.525,583.778,2.243,0.082,0.067,8.36E-06,22.00,0.00,0.00,0.10
284.480,149.860,831.000,4.482,408.900,9.700,139.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,0.00,0.00,0.00,0.40
284.480,149.860,829.000,4.482,340.900,10.800,142.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,3.00,0.00,0.00,0.30
284.480,149.860,868.000,4.482,304.600,8.800,196.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,5.00,0.00,0.00,0.50
284.480,149.860,859.000,4.482,288.700,9.600,129.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,6.00,0.00,0.00,0.80
284.480,149.860,985.000,4.482,378.200,9.800,175.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,11.00,0.00,0.00,0.10
284.480,149.860,884.000,4.482,200.200,8.500,339.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,13.00,0.00,0.00,0.10
284.480,149.860,926.000,4.482,285.600,9.100,276.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,14.00,0.00,0.00,0.10
284.480,149.860,1021.000,4.482,224.900,8.700,233.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,16.00,0.00,0.00,0.30
284.480,149.860,1041.000,4.482,397.000,9.900,107.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,17.00,0.00,0.00,0.60
284.480,149.860,959.000,4.482,231.000,9.300,295.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,18.00,0.00,0.00,0.10
284.480,149.860,963.000,4.482,289.300,10.100,259.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,19.00,0.00,0.00,0.20
284.480,149.860,1041.000,4.482,411.000,10.300,229.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,21.00,0.00,0.00,0.90
284.480,149.860,1052.000,4.482,387.200,9.100,370.000,0.950,714.312,2.220,0.129,0.101,8.36E-06,22.00,0.00,0.00,0.40
215.900,154.940,831.000,4.482,408.900,9.700,139.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,0.00,0.00,0.00,0.50
215.900,154.940,829.000,4.482,340.900,10.800,142.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,3.00,0.00,0.00,0.20
215.900,154.940,810.000,4.482,261.500,9.800,50.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,4.00,0.00,0.00,0.10
215.900,154.940,868.000,4.482,304.600,8.800,196.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,5.00,0.00,0.00,0.60
215.900,154.940,859.000,4.482,288.700,9.600,129.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,6.00,0.00,0.00,0.70
215.900,154.940,910.000,4.482,192.300,9.500,86.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,7.00,0.00,0.00,0.30
215.900,154.940,1060.000,4.482,304.500,9.500,268.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,10.00,0.00,0.00,0.10
215.900,154.940,985.000,4.482,378.200,9.800,175.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,11.00,0.00,0.00,0.60
215.900,154.940,884.000,4.482,200.200,8.500,339.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,13.00,0.00,0.00,0.60
215.900,154.940,926.000,4.482,285.600,9.100,276.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,14.00,0.00,0.00,0.40
215.900,154.940,1021.000,4.482,224.900,8.700,233.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,16.00,0.00,0.00,0.80
215.900,154.940,1041.000,4.482,397.000,9.900,107.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,17.00,0.00,0.00,0.40
215.900,154.940,963.000,4.482,289.300,10.100,259.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,19.00,0.00,0.00,0.70
215.900,154.940,1041.000,4.482,411.000,10.300,229.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,21.00,0.00,0.00,1.20
215.900,154.940,1052.000,4.482,387.200,9.100,370.000,0.288,474.999,2.183,0.078,0.067,8.36E-06,22.00,0.00,0.00,1.20
218.440,157.480,831.000,4.482,408.900,9.700,139.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,0.00,0.00,0.00,0.60
218.440,157.480,750.000,4.482,376.000,9.500,169.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,2.00,0.00,0.00,0.10
218.440,157.480,829.000,4.482,340.900,10.800,142.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,3.00,0.00,0.00,0.20
218.440,157.480,810.000,4.482,261.500,9.800,50.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,4.00,0.00,0.00,0.10
218.440,157.480,868.000,4.482,304.600,8.800,196.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,5.00,0.00,0.00,0.50
218.440,157.480,859.000,4.482,288.700,9.600,129.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,6.00,0.00,0.00,0.20
218.440,157.480,915.000,4.482,267.700,10.400,109.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,8.00,0.00,0.00,0.10
218.440,157.480,1013.000,4.482,245.100,10.100,154.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,9.00,0.00,0.00,0.30
218.440,157.480,1060.000,4.482,304.500,9.500,268.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,10.00,2.00,2.00,0.20
218.440,157.480,985.000,4.482,378.200,9.800,175.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,11.00,0.00,0.00,0.50
218.440,157.480,884.000,4.482,200.200,8.500,339.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,13.00,0.00,0.00,0.60
218.440,157.480,926.000,4.482,285.600,9.100,276.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,14.00,0.00,0.00,0.60
218.440,157.480,1021.000,4.482,224.900,8.700,233.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,16.00,0.00,0.00,1.00
218.440,157.480,959.000,4.482,231.000,9.300,295.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,18.00,6.00,8.10,0.20
218.440,157.480,963.000,4.482,289.300,10.100,259.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,19.00,7.00,11.60,0.90
218.440,157.480,1041.000,4.482,411.000,10.300,229.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,21.00,7.00,11.60,0.30
218.440,157.480,1052.000,4.482,387.200,9.100,370.000,0.482,563.473,2.245,0.117,0.098,8.36E-06,22.00,0.00,0.00,0.80
281.940,154.940,831.000,4.482,408.900,9.700,139.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,0.00,0.00,0.00,0.40
281.940,154.940,810.000,4.482,261.500,9.800,50.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,4.00,0.00,0.00,0.10
281.940,154.940,868.000,4.482,304.600,8.800,196.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,5.00,0.00,0.00,0.20
281.940,154.940,1013.000,4.482,245.100,10.100,154.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,9.00,0.00,0.00,0.10
281.940,154.940,1060.000,4.482,304.500,9.500,268.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,10.00,0.00,0.00,0.10
281.940,154.940,985.000,4.482,378.200,9.800,175.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,11.00,0.00,0.00,0.10
281.940,154.940,884.000,4.482,200.200,8.500,339.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,13.00,0.00,0.00,0.10
281.940,154.940,926.000,4.482,285.600,9.100,276.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,14.00,0.00,0.00,0.40
281.940,154.940,1021.000,4.482,224.900,8.700,233.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,16.00,0.00,0.00,0.50
281.940,154.940,1041.000,4.482,397.000,9.900,107.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,17.00,0.00,0.00,0.50
281.940,154.940,963.000,4.482,289.300,10.100,259.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,19.00,0.00,0.00,0.20
281.940,154.940,1041.000,4.482,411.000,10.300,229.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,21.00,0.00,0.00,1.00
281.940,154.940,1052.000,4.482,387.200,9.100,370.000,0.378,620.037,2.286,0.093,0.074,8.36E-06,22.00,0.00,0.00,0.50
284.480,165.100,831.000,4.482,408.900,9.700,139.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,0.00,0.00,0.00,0.40
284.480,165.100,829.000,4.482,340.900,10.800,142.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,3.00,0.00,0.00,0.10
284.480,165.100,810.000,4.482,261.500,9.800,50.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,4.00,0.00,0.00,0.10
284.480,165.100,868.000,4.482,304.600,8.800,196.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,5.00,0.00,0.00,0.30
284.480,165.100,859.000,4.482,288.700,9.600,129.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,6.00,0.00,0.00,0.60
284.480,165.100,915.000,4.482,267.700,10.400,109.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,8.00,0.00,0.00,0.10
284.480,165.100,1013.000,4.482,245.100,10.100,154.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,9.00,0.00,0.00,0.10
284.480,165.100,1060.000,4.482,304.500,9.500,268.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,10.00,0.00,0.00,0.20
284.480,165.100,985.000,4.482,378.200,9.800,175.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,11.00,0.00,0.00,0.30
284.480,165.100,884.000,4.482,200.200,8.500,339.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,13.00,0.00,0.00,1.00
284.480,165.100,926.000,4.482,285.600,9.100,276.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,14.00,0.00,0.00,0.40
284.480,165.100,1021.000,4.482,224.900,8.700,233.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,16.00,0.00,0.00,0.50
284.480,165.100,1041.000,4.482,397.000,9.900,107.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,17.00,0.00,0.00,0.50
284.480,165.100,1041.000,4.482,411.000,10.300,229.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,21.00,0.00,0.00,0.90
284.480,165.100,1052.000,4.482,387.200,9.100,370.000,0.398,688.931,2.207,0.114,0.106,8.36E-06,22.00,0.00,0.00,0.60
228.600,101.600,831.000,4.482,408.900,9.700,139.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,0.00,0.00,0.00,0.50
228.600,101.600,829.000,4.482,340.900,10.800,142.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,3.00,0.00,0.00,0.10
228.600,101.600,810.000,4.482,261.500,9.800,50.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,4.00,0.00,0.00,0.20
228.600,101.600,859.000,4.482,288.700,9.600,129.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,6.00,0.00,0.00,0.30
228.600,101.600,910.000,4.482,192.300,9.500,86.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,7.00,0.00,0.00,0.10
228.600,101.600,1013.000,4.482,245.100,10.100,154.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,9.00,0.00,0.00,0.10
228.600,101.600,985.000,4.482,378.200,9.800,175.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,11.00,0.00,0.00,0.20
228.600,101.600,884.000,4.482,200.200,8.500,339.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,13.00,0.00,0.00,0.60
228.600,101.600,926.000,4.482,285.600,9.100,276.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,14.00,0.00,0.00,0.50
228.600,101.600,1021.000,4.482,224.900,8.700,233.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,16.00,0.00,0.00,0.40
228.600,101.600,1041.000,4.482,397.000,9.900,107.000,0.515,634.541,2.300,0.114,0.076,8.36E-06,17.00,0.00,0.00,0.40
